,tickers,company overview
2409,082660,"동사는 통신기기의 제조 및 판매 등을 주 목적사업으로 2001년 설립되었으며, 현재는 화장품 제조, 생산을 영위하고 있음. 2005년 10월 5일에 코스닥시장에 상장 고객사의 니즈에 따라 화장품 전 제품군을 OEM,  ODM , OCM을 방식으로 생산함. OCM 방식을 위해 R&D 분야에 제품, 디자인, 마케팅 3개의 연구소를 설립함. 종속회사인 (주)그린에너지이노베이션은 폐전지 재활용 및 2차 전지 소재 유통업을 운영하고 있음"
2410,222040,"동사는 2002년 설립되었으며 건강기능식품의 제조 공급 뿐만 아니라 기능성 원료 및제형 분야에도 기술력을 보유한 건강기능식품 연구개발 전문 제조기업임. 32개국 300여 개 고객사와 거래하며 쌓아온 탄탄한 레퍼런스를 바탕으로 시장을 확대해 나가고 있음. 초소형 기술인 아담(a:dam) 제형을 개발, 이는 기능성 주원료 함량은 그대로 유지하면서 크기는 기존 제품 대비 66%까지 줄인 초소형 제형임."
2411,241710,"화장품 주문자 표시 제조 및 판매, 개발 등을 하는 동사는 기초화장품의 ODM(생산자 개발방식) 제조 및 OEM(주문자 상표부착 방식) 제조를 주요 사업으로 함. 동사는 국내 최초 3중 기능성 BB크림을 개발한 화장품 회사이며, 현재 연구개발 인력이 전체의 약 40% 수준임. 2018년 미국 뉴저지에 본사를 두고 있는 잉글우드랩 인수를 통해 미국 등에 생산거점을 추가 확보함."
2412,355150,"동사는 고 방열 신소재 기술과 정밀 세라믹 패키지 기술을 기반으로 전력 반도체 소재 부품을 제조 판매하는 사업을 영위하고 있음. 주력 제품인 5G등 통신용 파워 트랜지스터의 세라믹 패키지와 LCP패키지 및 QFN패키지를 글로벌 업체인 NXP사에 양산 납품하고 있음. 또한 전기 자동차의 파워 반도체용 인터포저, 스페이서 등 방열 부품을 제조 판매하는 사업을 영위하고 있음."
2413,166480,"동사는 2003년 설립되어 줄기세포기술을 기반으로 희귀/난치성질환에 대한 새로운 줄기세포 치료제를 개발, 생산 및 판매를 영위하고 있음. 동사는 현재 신경계 질환 5개, 자가면역질환1개, 폐질환1개 등 7개의 파이프라인을 보유하고 있음. 2022년 12월 2일에 국내 Top 3 비임상 CRO기관 중의 하나인 종속회사 켐온을 흡수합병하여 성장성과 안정성을 겸비한 사업구조를 보유하게 되었음."
2414,045970,"시스템 반도체, IT부품 유통, LED, 카메라/렌즈모듈, 신기술사업금융의 5개 부문으로 나누어 운영되고 있음. CoAsia SEMI(시스템반도체 디자인), ITSWELL(LED), 코아시아옵틱스(광학렌즈), CoAsia CM VINA(카메라모듈), CoAsia Elec.(삼성전자 공식 대리점) 등을 계열사로 보유하고 있음. 신규 사업으로 삼성 파운드리 공식 시스템 반도체 디자인 솔루션 사업과 신기술사업금융업을 영위함."
2415,196450,"동사는 스마트폰 광학렌즈의 개발, 제조, 판매 목적으로 2014년 5월 9일 차바이오앤디오스텍에서 신설 법인으로 분할 설립되었음. 스마트폰에 장착되는 카메라의 핵심 부품인 렌즈 모듈을 생산 판매하는 광학사업을 주력 사업으로 하고 있음. 카메라모듈(CCM)과 광학렌즈를 동시에 제조 판매하는 국내 유일의 카메라모듈 전문업체로 카메라모듈, 광학렌즈, IT부품유통의 통합 솔루션을 구축함."
2416,384470,"동사는 2012년 9월 20일 설립되었으며 2023년 9월 18일에 코스닥 시장에 상장하였음. 동사는 AI 기반 흉부 CT 분석 제품으로 폐암 등 진단을 지원하며, 3D 자동분석과 설명가능한 AI 기술을 제공함. 동사는 유럽, 미국 등 해외 시장 진출을 확대하고, 병원 협력을 통해 글로벌 폐암 검진 시장을 선도하며, 채널 다변화와 제품 패키지화로 경쟁력을 강화함."
2417,029960,"1993년 7월 16일에 울산환경 개발주식회사로 설립이 되었으며, 2000년 3월 29일 상호를 변경하였고, 2004년 6월 18일자로 코스닥시장에 상장하였음. 폐기물 중간처분업, 폐기물 최종처분업, 유틸리티 공급사업 등을 하고 있음. 동사는 2024년 4월 중분류: 전기, 가스, 증기 및 공기조절 공급업, 소분류 : 증기, 냉·온수 및 공기조절 공급업으로 업종을 변경하였음."
2418,102940,"동사는 2000년 원료의약, 의약중간체, 항균제, 화학소재 등의 생산/판매 및 바이오신약 연구개발을 목적으로 설립되어 2009년 코스닥 시장에 상장됨. Chemical사업(의약사업, SC사업)과 Bio사업을 영위하고 있으며, 의약사업은 원료의약품 및 의약품중간체를, SC사업은 항균제 등의 화학소재를 생산하고 있음. 바이오사업은 미래 성장동력으로서 신경병증성 통증 치료제 및 항암제 등에 대한 연구개발에 역량을 집중하고 있음."
2419,950160,"동사는 인대손상치료, 연골재생촉진제의 연구, 개발, 생산, 판매 및 생명공학 분야 연구, 개발, 생산, 투자를 목적으로 1999년 6월 설립됨. 주력 개발품목인 INVOSSA(이하 'TG-C')는 골관절염 세계 최초 세포 유전자 치료제로 미국 임상을 진행 중. 2017년 8월 코오롱웰케어(주)의 영업양수를 통해 복합 유통사업을 수행 중이며 헬스/뷰티 상품을 판매하는 W-store 브랜드를 운영하고 있음."
2420,033290,"1974년 6월 11일 외국법인인 필립스코리아로 설립되어 사업을 영위하다가 2015년 3월 27일자로 코웰패션으로 사명을 변경하여 현재까지 사업을 영위하고 있음. 주요 사업은 전자부품 제조 및 판매업을 영위하는 전자사업이며, 전자사업의 주요 제품은 가전제품 및 자동차의 부품으로 사용되는 콘덴서와 저항기임. 2024년 5월 3일 동사는 100% 자회사 씨에프씨를 흡수합병하였음."
2421,056360,"대용량 유선 광전송장비 등의 제조, 판매를 주요 사업으로 하는 기업으로, KT, LG유플러스, SK브로드밴드 등 국내 주요 통신사업자에게 판매함. 동사는 MSPP, PTN, CWDM, ROADM 등 광통신 장비를 개발·제조하며 주요 통신사에 공급하고, AI 및 양자암호(QKD, PQC) 기반 보안 솔루션을 상용화함. 자회사 위버브릿지(주)는 무선이동 단말장비 개발 및 제조등을 목적으로 2009년에 설립된 회사임."
2422,282880,"동사는 1998년 설립되어 자동화시스템 제조, 자동화시스템 유지보수, 2차전지 소재 및 엔지니어링 사업을 영위하고 있음 주요 제품인 2차전지 공정 자동화시스템은 전공정까지 자동화를 확대하여 현재 국내 및 해외 2차전지 기업들에 납품되고 있음. 미국, 노르웨이, 독일, 루마니아, 터키, 중국, 베트남 등 글로벌 2차전지 제조사에 시스템 엔지니어링 프로젝트를 수행하며 쌓은 네트워크와 국내 2차전지 장비 업체들과 협력 체계를 구축 중."
2423,121850,"2006년 02월 16일 액정표시판용 백라이트 및 관련 부자재 제조를 목적으로 설립되었으며, 2012년 9월 27일자로 코스닥시장에 상장되었음. 매출 90%이상을 차지하는  LCD의 부품인 백라이트유닛(BLU)의 핵심소재인 광학필름의 코팅 제조중심으로 사업을 영위하고 있음. 자체적으로 원료를 구입하여 직접 필름 원단의 성질별로 코팅액을 조액함으로써 생산 원가 및 품질에서 우위를 차지함."
2424,448710,"동사는 1999년 설립되었음. 상용 기성품(반도체 등)과 산업 표준 개방형 아키텍처를 이용하여 고신뢰성, 고성능을 요구하는 장비를 설계, 제작하는 기업임. 24년 동안 지속적인 투자로 축적된 연구·개발·제조 역량으로 무기체계 민수산업 경쟁력을 확보하고 있음. 싱글보드컴퓨터 및 군용전시기, 무기체계탑재용 컴퓨터장치, 주변기기, 무기체계 시스템 등의 방위산업 무기체계의 중요 모듈 설계 및 제조를 주업종으로 함."
2425,126730,"1994년 설립되었고, 동사의 소형ㆍ초소형 슈퍼커패시터 제조사업은 2002년 삼성전기로부터 DLC사업부(슈퍼커패시터 사업부)를 양수하면서 시작되었음. 현재 ""슈퍼커패시터""로 불리는 ""카본계 이차전지"" 중에서 ""카본계 소형ㆍ초소형 이차전지(칩셀카본, ChipCellCarbone)""를 제조 및 판매하는 사업 영위 중. 이 외에 MLCC(적층 세라믹 콘덴서, 삼성전기 제조)를 판매 중. 2024년 5월 7일 코스닥 시장 상장함."
2426,015710,"1980년 3월 1일 설립되어 스마트 홈 시스템, 비디오도어폰, 도어폰, CCTV 시스템 등의 제조 및 판매를 전문으로 사업을 영위하고 있으며, 1997년 9월에 코스닥시장에 상장함. 코콤 홈 매니저라는 어플리케이션을 자체 개발하여 현재 스마트홈시스템(IoT)을 상용화하고 있음. 매출 구성은 주택설비 약 74.79%, 기타 약 24.64% 수준이며, CCTV는 미미한 수준임."
2427,052330,"동사는 1987년에 설립되었으며, 1999년 9월 상호를 주식회사 코텍으로 변경하였고, 2001년 코스닥시장에 주식을 상장함. 카지노 게이밍기기, 의료기기, 항공관제 등 다양한 산업분야에 사용되는 산업용 모니터를 제조하는 기업임. 동사 매출의 70%이상을 차지하는 카지노 게이밍기기 모니터 분야에서는 22년 연속으로 세계점유율 1위를 달성하며 시장을 선도하고 있음."
2428,322780,"2005년 7월 설립한 콘텐츠 배급 및 제작 전문기업임. 동사는 국내 제작사 및 방송사로부터 콘텐츠 권리를 구입하여 자체적인 커스터마이징을 거쳐 일본의 주요 방송사, DVD유통사, OTT 플랫폼 사업자에게 콘텐츠를 공급하는 해외 배급사업을 주요 사업으로 영위하고 있음. 드라마 및 웹툰, 웹소설 등 다양한 장르의 콘텐츠 기획 및 제작을 진행함에 따라 사업 영역을 확장하고 있음."
2429,200130,"동사는 2004년 2월에 설립되었으며, 건강기능식품과 화장품 제조 및 판매를 주요 사업으로 영위함. 건강기능식품 및 화장품의 핵심 소재를 개발하는 소재 연구개발 전문기업으로, 천연물을 이용하여 개발한 소재를 사업화하여 건강기능식품 및 화장품을 ODM/OEM 방식으로 생산하여 판매함. B2B 비즈니스가 주를 이루고 있으며, 주요 거래처로 애터미, 이마트, 퍼플랩스헬스케어 등이 있음."
2430,294570,"동사는 API 상품을 개발하여 비즈니스 데이터를 제공하는 것을 주력사업으로 하고 있음. 주요 사업은 제공되는 정보의 유형에 따라 데이터 서비스(개인정보 API, 기업정보 API, 글로벌 API)와 페이먼트 서비스(간편결제 API, 전자금융 API)로 나뉨. 주요 거래처로는 은행, 보험사, 증권사, 카드사 등의 금융기관과 카카오페이, 네이버 등의 빅테크/핀테크 기업 등이 있음."
2431,317690,"동사는 혈액, 분뇨, 체액 등 인체 내부에서 채취된 대상물을 이용하는 체외진단의료기기를 국내외 상급종합병원 및 검사수탁기관을 대상으로 연구개발, 생산, 판매하는 사업을 영위함. 신속항균제감수성 검사시스템과 신속 전혈 균동정 시스템으로서 패혈증 솔루션을 제공. 고유의 분자면역 다중진단 검사 플랫폼과 노블 바이오 마커를 활용하여 질병의 조기진단과 예후예측의 맞춤의료를 사업화. 2020년 12월 9일 코스닥 시장에 신규상장함."
2432,078940,"동사는 2004년 7월 미주제강의 레일사업부문을 인적분할하여 설립 후 일경산업개발에서 코드네이처로 상호를 변경하였다가, 2023년 9월 22일 퀀타피아로 상호를 재변경함. 자동차용 베어링사업, 신재생 에너지사업, 유통사업 등의 사업을 영위함. TRB Cage, SRB Cage, Ball Cage, Shield Cage 제품 개발 기술을 보유하고 있으며, 현재 주로 TRB Cage 제품 생산 납품하고 있음."
2433,227100,"당사의 사업부는 전자제품의 배터리제조 및 유통사업을 영위하기 위한 디바이스 사업부문과 부동산 분양대행사업부문, 부동산 광고대행사업부문으로 나뉘어 있음. 2024년 11월 18일 회사합병 결정 철회, 회사합병 결정(종속회사의 주요경영사항) 철회의 공시번복으로 불성실공시법인 지정 예고됨. 2024년 11월 21일 제3자배정 유상증자로 인한 최대주주변경가 주식회사 크립토케어에서 AFCMIRACLEFUND 투자조합로 변경됨."
2434,432720,"동사는 2017년 설립되어 초고속 인터페이스 IP 라이센싱 및 반도체 디자인 서비스 사업을 영위하고 있음. 파운드리를 이용하는 SoC 개발사 및 디자인하우스 등을 대상으로 IP 라이센싱 사업을 수행하고 있으며, 2020년부터 지속적으로 다수의 IP를 양산함에 따라 안정적인 사업을 영위하고 있음. 초미세 반도체 공정인 FinFET 공정에 설계 및 검증 기술을 보유하고 있어, 최첨단 반도체 공정에서의 개발 및 양산 이력을 확보함."
2435,365270,"동사는 모세혈관 내피기능장애를 차단하여 노화, 대사질환, 감염 등으로 인한 난치성 질환의 혁신적 치료제를 개발하는 바이오 벤처기업임. 세계 최초로 혈관 내피기능 장애 차단제 개발에 특화된 신개념 플랫폼 기술인 SOLVADYS를 활용하여 혈관누수 및 염증 차단을 특징으로 'CU06-1004'을 개발하였음. 기술이전을 통한 신약 개발을 주요 사업 모델로 하고 있음."
2436,348080,"2016년 7월 15일에 연구개발업 및 완제 의약품 제조업 등을 목적으로 설립되었으며, 2023년 6월 15일 코스닥시장에 상장되었음. 성인 및 청소년용 결핵백신인 QTP101, 주혈흡충증 예방 백신 QTP105, 차세대 mRNA 코로나19 예방 백신인 QTP104 등을 개발하고 있음. 자체적인 생산시설을 보유하고 있어 현재 유수의 국내 및 해외 바이오 신약 개발 기업들에게 CMO 및 CDMO 서비스를 제공하고 있음."
2437,060280,"동사는 1992년 설립되어 의료로봇사업부문, 임플란트사업부문 및 무역사업부문을 영위하고 있음. 동사는 의료로봇사업부문, 임플란트사업부문 및 무역사업부문으로 구성되어 있음. 의료로봇사업부문은 정형외과 수술로봇과 재활치료로봇 및 기타 의료기기를 판매하고 있음. 임플란트사업부문은 인공관절보형물인 임플란트 판매하고 있으며, 무역사업부문은 식품원료를 수입하여 판매 중임."
2438,372320,"동사의 명칭은 '주식회사 큐로셀'이며 약식으로는 '큐로셀'로 표기, 영문으로는 'Curocell Inc.'라고 표기함. 의학 및 약학 연구개발 등을 영위할 목적으로 2016년 12월 1일에 설립됨. CD19 CAR-T 치료제를 비롯하여 혈액암 CAR-T, 고형암 CAR-T, 동종유래 CAR-T 등 여러 신약 파이프라인을 보유한 세포유전자치료제 개발전문 기업임."
2439,051780,"1987년 12월 설립되어 커피사업을 주사업목적으로 하고 있으며,  2001년 6월 26 코스닥증권시장에 상장하였음. 사업부문은 커피사업부문, 엔터테인먼트 사업부문, 자원개발 사업부문으로 분류하고 있음. 커피 사업부문은 커피 및 커피머신 등의 판매를 주요사업으로 영위하고 있음. 엔터테인먼트 사업부문은 지배회사인 동사를 중심으로 드라마 영상 콘텐츠 제작, 보조출연자 공급 에이전시 등의 엔터테인먼트 사업을 주요사업으로 영위하고 있음."
2440,115180,"동사의 사업은 연구개발총괄부문과 의약품유통부문으로 나뉘어져 있음. 연구개발총괄부문에서는 항암제, 항생제, 항염제 등의 신약개발활동을, 의약품유통부문에서는 전문의약품 유통을 담당하고 있음. 항암 파이프라인으로는 면역항암제 Q702와 세포주기조절인자를 타겟하는 항암제 Q901이 있으며, MSD와 공동개발계약을 체결함. 2024년 5월 17일 동사의 최대주주가 한국파스퇴르연구소 등 1인에서 동구바이오제약으로 변경되었다고 공시함."
2441,445680,동사는 2018년 설립되어 Laminar Wash 기술을 기반으로 다양한 사용자의 수요를 충족하는 제품을 개발하고 있음. 세계 최초로 세포 분석 공정을 자동화하고 재현성을 획기적으로 향상시킬 수 있는 Laminar Wash(LW) 기술을 개발해 상용화에 성공함. 동사의 제품은 현재 시장에서 판매되고 있는 비원심분리기반의 유일한 세포 전처리 자동화 제품으로 향후 세포 분석 세부 시장에서의 점유율 확장이 가능할 것으로 기대됨.
2442,182360,"2006년 JYP엔터테인먼트에서 갈라져 나와 엠디포로 설립된 동사는 우리기업인수목적2호와 2015년 4월 합병하여 코스닥시장에 우회 상장함. 소속 연예인들의 국/내외 음반 기획, 생산, 홍보, 공연, 매니지먼트 등의 사업을 영위하고 있으며, MD 등의 활동에 있어서도 직접적인 참여하고 있음. 대표적인 아티스트로는 (여자)아이들, 펜타곤, 나우어데이즈, 라잇썸 등이 있음."
2443,405100,"기존 SK하이이엔지 QRT사업부로부터 분할됨에 따라 2014년 신설법인으로 설립되었고, 2022년 7월 ㈜에이치큐솔루션과 합병하였음. 신뢰성 평가는 반도체 및 전자부품의 개발과 납품에 있어 필수적인 평가 과정이며, 동사는 기업이 고품질의 제품을 개발할 수 있도록 신뢰할 수 있는 객관적 정보에 입각한 증빙 자료를 제공함. 제품 개발 과정에서의 결함의 원인을 파악하기 위한 불량분석, 소재분석, FIB 등 분석 서비스를 제공함."
2444,066310,"동사는 2000년에 반도체 레이저, 광반도체 관련 제품 등의 제조, 판매 등을 목적으로 설립되어 2006년 11월 24일에 코스닥시장에 상장함. 연결회사는 반도체 레이저, 광반도체 관련 제품 등의 제조, 판매 등을 주요사업으로 하고 있음. 연결회사는 반도체 레이저 원천기술의 확보와 고객 맞춤형 제품을 생산할 수 있는 Total Solution 을 구축하고 있어 차별화된 개별 고객 맞춤형의 제품대응이 가능하다는 경쟁력을 갖춤."
2445,016600,"1982년 12월 17일 신기술사업자에 대한 투자를 목적으로 설립되었으며 여신전문금융업법에 따라 설립된 국내 최초 민간 신기술사업금융회사임. 여신전문금융회사로서 여신전문금융업법에 의한 신기술사업금융업 및 자본시장 및 금융투자업에 관한 법률에 따른 사모투자합자회사(PEF, Private Equity Fund) 운용을 주요 사업으로 영위하고 있음. 대출채권, 신기술금융자산, 투자 운용자산 등 주 사업과 관련된 중요한 자산임."
2446,355390,"동사는 2017년 4월 25일에 설립되어 빅데이터와 인공지능 인프라 기반의 '지능형 인공지능 데이터 플랫폼'과 이와관련한 서비스를 인공지능 기술과 데이터가 필요한 고객에게 종합적으로 제공하고 있음. 주요사업으로 인공지능 데이터 구축 서비스, 인공지능 데이터 구축을 위한 통합 솔루션, 인공지능 데이터 구축을 위한 통합 솔루션, 데이터 라벨러 교육 서비스 등이 있음. 2023년 8월 31일 한국제10호스팩과 합병하여 변경상장함."
2447,096240,"학원운영업 및 교육관련 서비스업 등을 영위할 목적으로 1998년 12월에 설립되었음. 오프라인 학원 및 온라인 교육 서비스의 제공과 관련하여'학원의 설립ㆍ운영 및 과외교습에 관한 법률'에 따라 사업을 영위하고 있음. 프로젝트 수업을 기반으로 영어 능력 향상 및 창의적 사고력 계발을 목표로 하는 프리미엄 영어 교육 서비스를 제공하고 있으며, April어학원, 청담어학원, iGARTEN을 주요 핵심 브랜드로 육성하고 있음."
2448,040350,"1997년 4월에 설립되어 소프트웨어 개발ㆍ공급과 통신기기 및 컴퓨터 주변기기 제조 및 판매업을 사업목적으로 하고 있음. 솔루션 사업부문, 바이오 사업부문, 종속회사의 부동산 운영사업부문으로 나누어 사업을 영위하고 있음. 2024년 2월 서울 강남구 테헤란로13길 31-1, 4층으로 본점을 이전하였고, 2024년 3월 큐로컴에서 크레오에스지로 사명을 변경하였음."
2449,110790,"동사는 의류, 스포츠 의류 제조 및 판매를 주요 사업으로 영위하는 기업임. 중국에 위치한 창동(상해)복장무역유한공사를 연결대상 종속회사로 보유함. 주요 매출 품목은 골프의류이며 보유 브랜드로는 핑, 파리게이츠, 세인트앤드류스, 팬텀, 마스터바니에디션, 하이드로겐 등이 있음. 유통 채널은 백화점, 아울렛, 대리점, 직영점, 온라인으로 판매되고 있으며 각 브랜드 마다 디자인의 차별성을 두고 전 세대를 타겟으로 하고 있음."
2450,900250,"동사는 해외상장을 목적으로 2012년 2월 케이만에 설립된 비 금융 지주회사  ""차이나크리스탈신소재홀딩스""를 설립하였음. 주요 자회사이자 실질 영업자회사인 '장인유자주광운모유한공사'는 합성운모플레이크, 합성운모파우더, 내화운모테이프, 그래핀 및 진주광택안료의 생산 및 판매업을 수행. 자회사 '허난링바오신소재과기유한공사'는 진주광택안료 제조 및 판매사업을 영위하고 있음."
2451,045520,"동사는 자동차 여과지, 산업용 여과지, 공조용 여과지 제품을 생산으로 하는 사업을 하고 있음. 2009년과 2011년에 각각 미국법인과 중국법인을 설립하여 해외 시장 판로 확대 및 수출 다각화를 점진적으로 실현하고 있음. 2016년 이후 가전용 필터 사업을 중심으로 매출 성장이 이루어져 주력 제품이 변화하였고 2020년 미디어를 활용한 마스크 사업부문을 추가하여 주력 제품의 다각화를 통한 매출 성장이 이루어지고 있음."
2452,036170,"1993년 12월 2일에 자동조정 및 제어장치 제조, 판매 등을 영위할 목적으로 설립 이후 2002년 11월에 주된 사업을 LED Package 제조 및 판매로 전환하였음. 동사의 주력 제품인 자동차용 LED는 현재 현대자동차 및 기아자동차에서 생산하는 차량 전장품 조명제품으로 사용되고 있음. 주요 고객은 현대모비스, 한국알프스, 아이넥, 모베이스전자, 윤진전자, 서브원 등 자동차부품 제조 1차 및 2차 공급업체임."
2453,214150,"동사는 2007년 설립되었으며, 미용목적을 위한 의료기기와 미용기기 그리고 개인용 뷰티 디바이스 및 화장품 사업을 영위하고 있음. 클래시스 브랜드 내에서 주요 제품인 슈링크, 볼뉴머 등의 장비 누적 판매대수와 사용 횟수가 증가되면서 소모품의 매출이 증가하고 있음. 현재 클래시스 브랜드와 소모품의 매출비중은 각각 41%와 53%임. 매출처는 전세계 70여 개국 대리점 및 국내 병의원, 일반 소비자 등으로 이루어져 있음."
2454,466100,"동사는  2017년 5월 8일에 설립되어 로봇 서비스 컨설팅에서부터 소프트웨어 기술 및 맞춤형 하드웨어 디자인까지, 지능형 로봇 서비스와 로봇 솔루션을 개발 및 공급함. 로봇 솔루션에 특화되어 있으며 주력 솔루션은 범용 자율주행 솔루션 CHAMELEON과 이기종로봇 FMS 및 관제 솔루션인 CROMS임. 안내, 이송방역, 보안안전, 물류자동화, 제조자동화 등  로봇 서비스 전 영역과 관련된 사업을 영위함."
2455,352770,"게놈기반의 바이오헬스 정보처리, 혈액에서 CTC와 cfDNA를 동시 검출하는 기술, 다중오믹스 분석기술을 통해 암/질병 조기진단 서비스기술을 개발하고 상용화하는 사업을 영위. 동사의 기술 및 사업은 '게놈 기반 헬스케어', '액체생검 플랫폼', '암진단/모니터링', '암 조기진단' 4가지로 분류됨. 자체 바이오 빅데이터 센터를 구축하여 대규모의 바이오 빅데이터를 축적하고 연구하여 상용화에 활용하고 있음."
2456,237880,"동사는 화장품 및 화장도구 수입/수출, 화장품 화장도구의 판매 및 유통사업 추진 등을 영위하고 있음. 대표 브랜드인 클리오(CLIO)를 중심으로 페리페 (Peripera), 구달(Goodal) 등이 있음. 보유한 주요 품목은 포인트 메이크업(립, 아이), 베이스 메이크업, 스킨케어 등으로 분류됨. 매출 비중의 경우 2024년 1분기 말 기준 포인트 메이크업 상품 매출 비중이 47.3%로 가장 큼."
2457,139670,동사는 2002년 9월 9일에 응용소프트웨어 개발 및 공급업을 사업목적으로 설립되었음. 동사는 모바일 소프트웨어 전문 기업으로 주요 제품은 동영상 편집앱인 키네마스터(KineMaster)가 있음. 현재는 모바일 애플리케이션 전문 기업으로 더욱 성장하기 위해 키네마스터(KineMaster)를 주력 사업으로 내세워 콘텐츠 제작 및 앱 사용자 지표 확대를 위한 투자를 지속 해 나갈 예정임.
2458,487720,Company overview not found on the webpage.
2459,489480,Company overview not found on the webpage.
2460,413600,Company overview not found on the webpage.
2461,433530,Company overview not found on the webpage.
2462,446840,Company overview not found on the webpage.
2463,054780,"동사는 영상 콘텐츠를 기획, 제작하고 다수의 글로벌 스타의 산실이 되어 온 매니지먼트를 영위하는 스튜디오 지향의 종합엔터테인먼트 회사임. 국내 주요 드라마 제작사 중 하나로, 넷플릭스 오리지널<보건교사 안은영>, 드라마<구경이>,<한사람만>등의 작품을 기획, 제작하며 시장 내 영향력을 확대함. 김서형, 김동욱, 고아성 등 한국 대표 배우들의 소속사로 문가영, 우도환, 황인엽 등 스타성 있는 배우를 발굴, 매니징 하고 있음."
2464,219130,"동사는 인쇄회로기판 전문 업체로  Rigid PCB 반도체 제조공정 중 후 공정인 검사공정에서 사용되는 PCB를 주로 생산함. 경쟁사 대비 특허받은 반자동 리벳용 크램핑 장치를 사용함으로써 양품 회수율을 극대화시키는 경쟁력 있음. 동사는 주로 반도체 검사공정에 사용되는 고다층(High-Multilayer), 고밀도(Fine Pitch)의 PCB를 생산. 1991년부터 PCB 생산기술 노하우를 보유함."
2465,336680,"동사는 2004년 5월 설립되었고, Automotive & Display 첨단 부품 ODM 전문기업을 지향하며 글로벌 고객사를 대상으로 사업을 영위 중. 차량용 디스플레이(BLU, IVI, HUD), 자동차 부품, 배터리 관련 부품, OLED부품, TV 내장 및 외장 부품, 전자 부품 충격 보호 스티로폼 패킹 제품을 생산하여 주요 고객사에 납품하고 있음. 고객사의 니즈에 맞추어 소재/부품/장비 종합 솔루션 기업으로 성장할 예정."
2466,360070,"동사는 축전지 제조 및 도ㆍ소매업 영위를 목적으로 2012년 02월 15일에 설립되었음. 이차전지 산업 소부장 분야에서 이차전지 개발 및 제조기업을 대상으로 맞춤형 컨설팅을 제공하는 시스템 엔지니어링 사업과 고성능 전극을 제조 및 판매하는 전극소재 사업을 주된 사업으로 영위하고 있음. 신규사업으로 차세대 양극재개발을 진행하고 있으며, LFP양극재 생산 및 판매를 준비 중에 있음."
2467,065130,"LCD 관련 주요 제품은 디스펜서, GCS, Array Tester 및 세정기 등이 있으며디스펜서와 GCS는 높은 글로벌 점유율을 기록하고 있음. OLED공정 장비인 Dam & Fill, Optical Bonding 및 OLED용 Array Tester 등을 개발하여 국내외 디스플레이 패널 제조사에 공급하고 있음. 또한 스마트폰용 카메라모듈 검사장비를 개발하여 자회사인 (주)파워로직스에 공급하고 있음."
2468,134580,"동사는 셋톱박스 개발 및 제조, 판매를 사업과 수입원의 다각화를 위해 2022년 3월 '탑코'로부터 웹툰 해외(일본) 유통 사업부문을 영업을 양수하여 콘텐츠 사업을 신규 사업을 추가. 이후 웹툰 사업 핵심역량 집중 및 투자재원 확보를 위해 2023년 10월 25일  STB사업을 양도하는 계약을 체결. 2023년 12월 31일을 영업양도 기준일로 영업양도를 완료하여 당사는 웹툰 플랫폼 운영 및 유통을 전문으로 하는 회사로 변경됨."
2469,023160,"1982년 8월 1일에 태광벤드공업주식회사로 설립되었으며 1994년 9월 7일 코스닥시장에 상장함. 2001년 3월 지금의 상호로 변경하였음. 동사가 영위하는 목적사업으로는 산업용 각종 배관자재, 관, 이음쇠류 제조 판매업 등임. 각종 배관자재는 외부의 석유화학, 원자력, 조선 등의 경기  변동에 따라 수요가 민감하게 움직이므로 국내 및 수입의 구매선을 조정하는 방법으로 자재를 확보하고 있음."
2470,323280,"2006년 6월 설립되어, 2022년 6월 코스닥시장에 상장함. PCB 정면기 등 자동화기계의 개발, 제조, 판매를 주요 사업으로 영위하고 있음. PCB자동화 생산에 필요한 핵심설비인 습식설비를 전문적으로 생산하며, 설비 제작 사업 외에도 PCB 외주 생산 및 PCB 생산 공정에 사용되는 세라믹 브러시 등을 판매하고 있음. 또한 카메라모듈사업부 및 2차전지사업부를 신설하여 특허 취득 및 시설투자를 진행하여 양산준비 중에 있음."
2471,053620,"동사는 관(분사용관, 기타 유사관) 및 가스충전 제조판매업, 무역업 등을 영위할 목적으로 1989년 설립되어, 휴대용 부탄가스 사업과 에어졸 사업을 영위하고 있음. 주요 제품군은 '썬연료'로 대표되는 연료관과 에어졸로 구분할 수 있음. 연료관의 경우 내수는 대리점 및 대형매장, 유통회가 등에 납품하고 있음. 에어졸은 주요 대기업 등에 OEM 방식으로 납품하고 있으며 높은 기술수준과 ISO 검사 표준을 효율적으로 적용하고 있음."
2472,044490,"1981년 5월에 태웅단조공업사로 설립되어 1989년 8월에 주식회사 태웅으로 상호 변경하였음. 주요사업부에는 단조사업부와 제강사업부가 있음. 단조사업부에서는 풍력발전, 플랜트, 조선, 발전, 산업기계 등 수요산업에 소요되는 핵심 단조부품을 생산/공급하는 자유형단조사업을 해오고 있음. 제강사업부는 단조사업부의 핵심 원재료로 사용되는 잉곳(INGOT) 및 라운드블룸(ROUND BLOOM)을 생산/공급 하고있음."
